Date,Year,AvgTemp,Radiation
20040620,2004,-414.47,796.98
20040621,2004,-499.27,580.15
20040622,2004,47.47,111.01
20040623,2004,424.20,896.85
20040624,2004,776.73,849.43
20040625,2004,-296.46,754.10
20040626,2004,846.02,479.74
20040627,2004,1103.63,610.38
20040628,2004,-129.37,197.77
20040629,2004,330.25,759.80
20040630,2004,539.97,693.94
20040701,2004,403.61,798.91
20040702,2004,1099.66,937.90
20040703,2004,1421.04,888.87
20040704,2004,1097.91,895.40
20040705,2004,-344.01,429.99
20040706,2004,1109.87,788.60
20040707,2004,-366.81,969.58
20040708,2004,-28.06,266.08
20040709,2004,-193.81,765.20
20040710,2004,-104.96,243.12
20040711,2004,556.63,285.32
20040712,2004,843.38,427.68
20040713,2004,440.64,442.16
20040714,2004,1419.39,700.80
20040715,2004,-19.42,104.74
20040716,2004,1026.28,841.63
20040717,2004,1240.36,136.13
20040718,2004,624.13,25.58
20040719,2004,412.45,403.20
20040720,2004,692.37,775.06
20040721,2004,357.62,348.42
20040722,2004,610.39,850.29
20040723,2004,333.87,663.37
20040724,2004,300.94,708.90
20040725,2004,890.69,516.92
20040726,2004,-314.30,589.39
20040727,2004,-166.92,163.80
20040728,2004,1202.40,887.50
20040729,2004,1042.15,425.76
20040730,2004,62.91,438.89
20040731,2004,254.54,678.47
20040801,2004,1352.05,888.39
20040802,2004,1136.15,744.04
20040803,2004,728.69,441.35
20040804,2004,-57.02,462.38
20040805,2004,-411.50,278.36
20040806,2004,362.52,58.39
20040807,2004,845.25,939.68
20040808,2004,1156.96,99.62
20040809,2004,1205.38,270.53
20040810,2004,-434.45,947.45
20040811,2004,-11.69,577.78
20040812,2004,178.19,853.07
20040813,2004,-122.54,695.12
20040814,2004,1105.95,46.40
20040815,2004,1034.93,149.82
20040816,2004,533.67,117.54
20040817,2004,1465.85,481.28
20040818,2004,-211.88,816.41
20040819,2004,1299.30,718.18
20040820,2004,-267.07,207.14
20040821,2004,-173.64,416.81
20040822,2004,892.44,698.30
20040823,2004,-280.86,894.39
20040824,2004,631.69,916.12
20040825,2004,340.47,504.63
20040826,2004,956.95,416.20
20040827,2004,1301.35,651.73
20040828,2004,1039.74,662.55
20040829,2004,1199.38,973.28
20040830,2004,-434.11,498.05
20040831,2004,120.39,537.61
20040901,2004,530.87,459.18
20040902,2004,331.91,717.07
20040903,2004,-37.49,335.24
20040904,2004,115.75,35.66
20040905,2004,1390.86,556.16
20040906,2004,88.36,281.29
20040907,2004,207.81,748.00
20040908,2004,-492.58,171.76
20040909,2004,1190.16,845.10
20040910,2004,-190.32,760.91
20040911,2004,-91.71,376.59
20040912,2004,10.53,172.25
20040913,2004,1269.24,855.18
20040914,2004,-87.10,341.70
20040915,2004,1095.05,104.15
20040916,2004,1116.10,508.11
20040917,2004,1354.04,40.32
20040918,2004,-268.88,160.80
20040919,2004,-65.44,132.41
20040920,2004,985.80,498.96
20040921,2004,-108.00,328.24
20040922,2004,72.66,724.68
20040923,2004,-166.52,108.18
20040924,2004,-154.61,305.66
20040925,2004,463.11,298.70
20040926,2004,-280.63,747.29
20040927,2004,143.40,879.77
20040928,2004,353.19,492.71
20040929,2004,-450.90,561.68
20040930,2004,276.67,796.90
20041001,2004,-311.76,871.21
20041002,2004,487.16,763.73
20041003,2004,1151.48,259.00
20041004,2004,1136.84,72.97
20041005,2004,-339.10,210.92
20041006,2004,702.46,619.57
20041007,2004,1169.17,548.89
20041008,2004,-24.05,507.82
20041009,2004,1023.85,73.18
20041010,2004,1281.53,410.87
20041011,2004,1112.25,26.19
20041012,2004,-285.40,653.39
20041013,2004,-481.88,245.87
20041014,2004,-116.55,707.05
20041015,2004,40.95,532.25
20041016,2004,732.37,54.17
20041017,2004,268.55,139.21
20041018,2004,906.81,911.78
20041019,2004,206.15,875.78
20041020,2004,-191.15,815.75
20041021,2004,125.38,571.15
20041022,2004,1268.65,360.19
20041023,2004,1417.06,958.76
20041024,2004,-84.97,909.44
20041025,2004,1076.94,17.03
20041026,2004,46.70,121.07
20041027,2004,1274.26,543.05
20041028,2004,-168.91,690.53
20041029,2004,831.92,464.84
20041030,2004,-331.58,182.07
20041031,2004,1447.79,420.28
20041101,2004,901.27,205.36
20041102,2004,1183.63,804.20
20041103,2004,633.34,542.22
20041104,2004,453.60,408.85
20041105,2004,743.76,141.67
20041106,2004,557.48,514.44
20041107,2004,438.77,566.39
20041108,2004,1018.90,653.10
20041109,2004,-143.60,705.56
20041110,2004,-157.66,41.83
20041111,2004,363.69,377.80
20041112,2004,141.50,372.04
20041113,2004,-351.75,170.49
20041114,2004,1188.94,322.22
20041115,2004,1043.21,44.14
20041116,2004,587.84,462.14
20041117,2004,1458.65,513.82
20041118,2004,-354.80,489.20
20041119,2004,1033.34,141.98
20041120,2004,32.74,105.87
20041121,2004,237.20,759.16
20041122,2004,-61.44,748.88
20041123,2004,1078.08,296.96
20041124,2004,-211.52,680.03
20041125,2004,1180.03,941.51
20041126,2004,823.16,839.02
20041127,2004,-381.95,295.42
20041128,2004,1121.96,133.23
20041129,2004,755.51,51.23
20041130,2004,1309.96,503.73
20041201,2004,997.44,457.54
20041202,2004,622.24,751.14
20041203,2004,1173.09,768.35
20041204,2004,56.10,69.98
20041205,2004,593.90,971.43
20041206,2004,87.23,257.91
20041207,2004,1436.41,374.10
20041208,2004,-47.61,576.29
20041209,2004,-468.52,38.28
20041210,2004,151.71,712.88
20041211,2004,505.02,192.20
20041212,2004,-443.27,917.00
20041213,2004,618.50,246.74
20041214,2004,1248.57,413.31
20041215,2004,909.46,224.33
20041216,2004,745.94,646.10
20041217,2004,1411.92,377.30
20041218,2004,1416.56,239.18
20041219,2004,1148.53,843.92
20041220,2004,715.48,702.95
20041221,2004,475.53,471.65
20041222,2004,-473.37,285.94
20041223,2004,712.52,872.29
20041224,2004,1478.18,419.38
20041225,2004,1136.20,465.40
20041226,2004,181.21,191.99
20041227,2004,-195.91,833.92
20041228,2004,1068.12,549.91
20041229,2004,987.88,656.90
20041230,2004,1434.09,418.82
20041231,2004,1249.68,19.38
20050101,2005,611.33,300.51
20050102,2005,-297.43,20.67
20050103,2005,467.00,29.93
20050104,2005,127.39,985.13
20050105,2005,524.82,94.75
20050106,2005,103.40,451.00
20050107,2005,1223.65,838.72
20050108,2005,1188.65,421.55
20050109,2005,130.93,248.75
20050110,2005,699.16,414.00
20050111,2005,360.36,823.89
20050112,2005,1318.19,44.89
20050113,2005,-125.28,488.78
20050114,2005,895.46,193.51
20050115,2005,1440.75,60.27
20050116,2005,-149.45,785.55
20050117,2005,-96.07,14.48
20050118,2005,887.45,414.96
20050119,2005,1058.31,545.50
20050120,2005,481.10,172.88
20050121,2005,719.37,899.46
20050122,2005,-74.64,408.68
20050123,2005,453.23,182.10
20050124,2005,-275.86,611.18
20050125,2005,142.84,639.45
20050126,2005,69.56,388.67
20050127,2005,389.25,31.47
20050128,2005,1360.25,661.65
20050129,2005,-137.46,237.77
20050130,2005,302.78,149.93
20050131,2005,731.19,820.94
20050201,2005,1393.11,504.24
20050202,2005,-233.70,447.93
20050203,2005,1335.75,754.84
20050204,2005,-337.89,470.69
20050205,2005,461.48,611.84
20050206,2005,409.18,406.24
20050207,2005,-80.79,887.52
20050208,2005,194.92,565.57
20050209,2005,408.33,902.51
20050210,2005,1230.42,898.83
20050211,2005,1410.13,758.57
20050212,2005,537.85,548.05
20050213,2005,1240.20,654.22
20050214,2005,716.34,222.08
20050215,2005,198.17,919.13
20050216,2005,-111.61,859.74
20050217,2005,326.27,787.14
20050218,2005,545.65,25.48
20050219,2005,-411.11,194.53
20050220,2005,-208.32,916.70
20050221,2005,700.37,809.05
20050222,2005,-50.00,846.16
20050223,2005,1174.65,404.57
20050224,2005,153.88,256.37
20050225,2005,-290.33,890.70
20050226,2005,-332.94,372.96
20050227,2005,1374.25,298.87
20050228,2005,-263.96,300.86
20050301,2005,-218.18,882.43
20050302,2005,1225.33,176.93
20050303,2005,8.58,832.96
20050304,2005,831.90,477.57
20050305,2005,1133.45,261.14
20050306,2005,714.36,584.23
20050307,2005,1414.98,278.99
20050308,2005,917.77,514.89
20050309,2005,-274.50,613.68
20050310,2005,616.82,583.02
20050311,2005,936.37,816.24
20050312,2005,1103.91,618.77
20050313,2005,-447.36,220.64
20050314,2005,937.76,294.89
20050315,2005,1151.36,402.18
20050316,2005,993.67,769.49
20050317,2005,524.70,904.18
20050318,2005,416.04,24.53
20050319,2005,598.84,993.42
20050320,2005,909.29,491.46
20050321,2005,1345.83,131.74
20050322,2005,734.07,565.44
20050323,2005,1275.67,458.53
20050324,2005,902.51,49.32
20050325,2005,-363.33,577.62
20050326,2005,501.66,931.57
20050327,2005,72.97,472.63
20050328,2005,70.35,229.20
20050329,2005,211.86,670.94
20050330,2005,129.47,267.63
20050331,2005,657.22,915.19
20050401,2005,867.20,477.05
20050402,2005,37.50,784.55
20050403,2005,-240.47,49.14
20050404,2005,-382.38,732.49
20050405,2005,651.51,147.98
20050406,2005,-127.74,217.72
20050407,2005,-481.50,861.31
20050408,2005,1355.51,123.93
20050409,2005,574.28,294.71
20050410,2005,-315.10,369.91
20050411,2005,1185.84,910.01
20050412,2005,1466.41,142.89
20050413,2005,397.20,616.93
20050414,2005,-415.02,202.91
20050415,2005,-264.91,288.81
20050416,2005,263.31,445.06
20050417,2005,1271.05,547.23
20050418,2005,-203.92,175.37
20050419,2005,1147.98,595.52
20050420,2005,-470.05,607.24
20050421,2005,414.78,408.54
20050422,2005,788.79,200.72
20050423,2005,-379.24,333.93
20050424,2005,729.53,98.04
20050425,2005,1388.81,744.84
20050426,2005,-179.48,14.62
20050427,2005,959.22,331.79
20050428,2005,718.19,924.34
20050429,2005,-129.77,187.52
20050430,2005,-487.59,523.52
20050501,2005,-481.43,149.24
20050502,2005,564.18,949.77
20050503,2005,1385.56,820.58
20050504,2005,788.60,312.63
20050505,2005,928.60,751.95
20050506,2005,487.73,567.35
20050507,2005,663.78,221.65
20050508,2005,-247.26,134.39
20050509,2005,1253.64,249.24
20050510,2005,1021.59,628.99
20050511,2005,1496.40,954.77
20050512,2005,95.45,776.88
20050513,2005,-45.96,903.46
20050514,2005,-249.68,194.08
20050515,2005,1428.42,914.59
20050516,2005,1061.77,84.68
20050517,2005,-167.35,944.19
20050518,2005,605.37,141.22
20050519,2005,327.54,361.53
20050520,2005,-197.03,345.56
20050521,2005,-175.85,329.86
20050522,2005,1426.94,736.62
20050523,2005,109.93,839.47
20050524,2005,1382.88,570.47
20050525,2005,-348.78,546.08
20050526,2005,421.61,261.31
20050527,2005,-240.76,903.33
20050528,2005,-490.43,564.78
20050529,2005,607.53,411.31
20050530,2005,-272.21,559.50
20050531,2005,944.05,104.47
20050601,2005,896.23,111.43
20050602,2005,-147.33,927.29
20050603,2005,1383.48,218.56
20050604,2005,942.09,270.28
20050605,2005,95.94,557.24
20050606,2005,918.47,486.86
20050607,2005,963.86,555.73
20050608,2005,184.45,365.43
20050609,2005,251.18,405.22
20050610,2005,218.21,168.80
20050611,2005,733.24,497.02
20050612,2005,1300.82,422.96
20050613,2005,-153.61,940.08
20050614,2005,1250.40,129.79
20050615,2005,-444.69,615.74
20050616,2005,820.68,966.53
20050617,2005,328.88,97.96
20050618,2005,1082.56,721.12
20050619,2005,942.40,865.52
20050620,2005,460.22,332.23
20050621,2005,787.73,569.36
20050622,2005,503.55,89.63
20050623,2005,1123.04,337.06
20050624,2005,452.17,248.83
20050625,2005,546.31,685.37
20050626,2005,1.04,55.69
20050627,2005,710.09,483.23
20050628,2005,105.81,553.85
20050629,2005,654.57,931.25
20050630,2005,-160.64,921.12
20050701,2005,-181.06,6.59
20050702,2005,334.06,581.03
20050703,2005,353.64,399.79
20050704,2005,36.22,536.26
20050705,2005,-236.81,649.60
20050706,2005,-421.58,274.38
20050707,2005,-449.54,761.15
20050708,2005,43.10,920.52
20050709,2005,423.71,888.79
20050710,2005,952.49,755.34
20050711,2005,449.74,524.46
20050712,2005,1308.10,485.19
20050713,2005,-429.56,745.00
20050714,2005,-138.68,772.73
20050715,2005,177.03,12.12
20050716,2005,654.99,37.83
20050717,2005,1205.47,477.56
20050718,2005,200.40,866.36
20050719,2005,35.98,215.01
20050720,2005,-376.22,143.58
20050721,2005,1142.61,933.16
20050722,2005,259.33,891.11
20050723,2005,643.10,268.67
20050724,2005,1467.11,840.28
20050725,2005,-496.81,757.01
20050726,2005,-209.10,995.39
20050727,2005,1058.22,163.37
20050728,2005,1110.25,897.39
20050729,2005,1038.49,56.98
20050730,2005,574.00,673.06
20050731,2005,1457.71,669.16
20050801,2005,292.37,915.69
20050802,2005,703.89,227.88
20050803,2005,-373.26,171.63
20050804,2005,319.71,513.51
20050805,2005,945.00,952.57
20050806,2005,-22.52,278.87
20050807,2005,1387.66,796.66
20050808,2005,873.57,319.94
20050809,2005,75.15,255.12
20050810,2005,1038.00,684.11
20050811,2005,-333.67,771.41
20050812,2005,1449.55,13.06
20050813,2005,-401.43,583.60
20050814,2005,1366.91,530.90
20050815,2005,5.71,389.01
20050816,2005,1015.65,785.32
20050817,2005,-499.85,355.92
20050818,2005,8.48,544.03
20050819,2005,998.20,427.86
20050820,2005,564.67,448.05
20050821,2005,-270.10,485.62
20050822,2005,287.26,156.18
20050823,2005,251.10,803.46
20050824,2005,636.32,290.59
20050825,2005,835.95,516.30
20050826,2005,1181.66,273.07
20050827,2005,494.46,859.28
20050828,2005,284.04,831.69
20050829,2005,-212.05,950.62
20050830,2005,1109.65,364.26
20050831,2005,926.74,886.95
20050901,2005,317.35,858.86
20050902,2005,536.86,573.80
20050903,2005,830.37,147.57
20050904,2005,-170.39,704.15
20050905,2005,-445.60,944.79
20050906,2005,135.01,819.31
20050907,2005,691.17,76.53
20050908,2005,473.21,22.52
20050909,2005,885.11,460.64
20050910,2005,1139.38,913.01
20050911,2005,476.88,722.36
20050912,2005,-231.47,999.39
20050913,2005,1201.26,627.30
20050914,2005,649.98,882.23
20050915,2005,979.87,812.03
20050916,2005,909.33,538.61
20050917,2005,1436.42,90.45
20050918,2005,90.61,130.83
20050919,2005,910.61,815.48
20050920,2005,231.35,369.37
20050921,2005,290.82,602.64
20050922,2005,-38.81,291.71
20050923,2005,188.02,891.53
20050924,2005,1396.59,916.00
20050925,2005,85.14,955.71
20050926,2005,-8.02,928.64
20050927,2005,666.28,564.02
20050928,2005,16.07,601.88
20050929,2005,446.77,962.25
20050930,2005,1168.35,372.63
20051001,2005,-39.20,630.84
20051002,2005,353.38,439.72
20051003,2005,720.98,344.72
20051004,2005,591.26,929.44
20051005,2005,1449.45,569.64
20051006,2005,860.74,465.11
20051007,2005,979.89,54.13
20051008,2005,1433.91,155.49
20051009,2005,328.88,540.74
20051010,2005,210.76,994.62
20051011,2005,-412.28,459.44
20051012,2005,-131.59,625.19
20051013,2005,-25.62,851.69
20051014,2005,-132.99,918.40
20051015,2005,1009.57,366.13
20051016,2005,571.77,163.59
20051017,2005,835.27,971.30
20051018,2005,1140.92,527.49
20051019,2005,-38.45,885.78
20051020,2005,151.85,298.51
20051021,2005,916.72,88.66
20051022,2005,285.52,878.40
20051023,2005,-441.46,416.56
20051024,2005,369.91,440.58
20051025,2005,1316.55,983.54
20051026,2005,318.04,408.84
20051027,2005,164.50,573.68
20051028,2005,1479.05,737.29
20051029,2005,788.83,225.20
20051030,2005,232.00,269.70
20051031,2005,-295.96,738.83
20051101,2005,1075.70,807.14
20051102,2005,916.15,200.60
20051103,2005,1343.83,308.74
20051104,2005,-65.45,8.72
20051105,2005,-270.15,384.83
20051106,2005,948.15,901.11
20051107,2005,-93.21,401.34
20051108,2005,-147.79,759.01
20051109,2005,139.61,57.39
20051110,2005,1133.65,587.89
20051111,2005,579.07,954.04
20051112,2005,-408.30,984.38
20051113,2005,427.79,578.40
20051114,2005,867.96,14.32
20051115,2005,576.74,839.90
20051116,2005,644.90,734.72
20051117,2005,-50.45,24.68
20051118,2005,1195.48,756.66
20051119,2005,622.80,719.50
20051120,2005,926.49,96.59
20051121,2005,1463.73,536.38
20051122,2005,356.40,548.88
20051123,2005,1262.13,894.85
20051124,2005,-485.44,443.12
20051125,2005,-433.19,559.16
20051126,2005,680.56,550.95
20051127,2005,122.90,519.38
20051128,2005,-3.45,853.16
20051129,2005,55.87,946.63
20051130,2005,136.81,914.92
20051201,2005,957.90,196.45
20051202,2005,638.39,868.00
20051203,2005,1078.07,317.75
20051204,2005,1160.39,12.81
20051205,2005,1185.87,533.12
20051206,2005,329.29,94.27
20051207,2005,342.55,499.31
20051208,2005,1352.53,739.78
20051209,2005,823.53,845.78
20051210,2005,-339.07,322.81
20051211,2005,584.37,838.80
20051212,2005,212.01,57.13
20051213,2005,1474.87,615.62
20051214,2005,-472.69,349.57
20051215,2005,724.36,548.75
20051216,2005,947.25,191.95
20051217,2005,77.81,231.24
20051218,2005,1447.28,836.39
20051219,2005,1219.07,797.59
20051220,2005,1331.31,854.33
20051221,2005,-461.54,478.39
20051222,2005,639.74,662.13
20051223,2005,89.30,458.19
20051224,2005,1198.06,249.12
20051225,2005,765.70,6.20
20051226,2005,577.75,919.81
20051227,2005,-270.82,697.10
20051228,2005,580.45,781.83
20051229,2005,763.81,74.11
20051230,2005,1411.82,882.91
20051231,2005,670.10,146.73
20060101,2006,1434.80,843.04
20060102,2006,1423.21,764.72
20060103,2006,800.40,738.82
20060104,2006,511.82,687.20
20060105,2006,432.04,202.50
20060106,2006,1280.76,657.79
20060107,2006,-443.49,108.59
20060108,2006,-272.38,859.62
20060109,2006,-295.86,200.37
20060110,2006,1013.87,439.61
20060111,2006,179.30,906.04
20060112,2006,775.94,795.43
20060113,2006,707.57,38.12
20060114,2006,271.66,488.51
20060115,2006,563.14,525.15
20060116,2006,790.28,835.28
20060117,2006,1381.90,596.97
20060118,2006,651.27,65.92
20060119,2006,728.74,419.73
20060120,2006,-364.29,660.20
20060121,2006,1404.43,988.03
20060122,2006,556.16,384.08
20060123,2006,1102.55,984.59
20060124,2006,-399.42,548.86
20060125,2006,341.82,463.75
20060126,2006,13.95,415.43
20060127,2006,33.95,579.34
20060128,2006,1082.91,428.54
20060129,2006,747.73,383.48
20060130,2006,379.49,978.17
20060131,2006,-478.83,494.51
20060201,2006,1429.86,780.19
20060202,2006,1424.05,506.30
20060203,2006,-64.90,231.93
20060204,2006,-417.31,948.37
20060205,2006,560.40,881.31
20060206,2006,1402.82,141.93
20060207,2006,1320.79,884.98
20060208,2006,669.33,197.01
20060209,2006,107.10,568.61
20060210,2006,159.92,931.02
20060211,2006,1295.83,564.49
20060212,2006,483.57,211.63
20060213,2006,-237.77,264.95
20060214,2006,-3.15,678.57
20060215,2006,53.59,747.04
20060216,2006,-252.91,591.75
20060217,2006,426.09,281.43
20060218,2006,1332.10,186.77
20060219,2006,837.57,654.65
20060220,2006,-355.05,229.33
20060221,2006,-489.01,162.78
20060222,2006,52.50,131.14
20060223,2006,225.39,738.84
20060224,2006,1053.50,711.91
20060225,2006,1434.01,927.47
20060226,2006,275.13,261.71
20060227,2006,873.38,589.45
20060228,2006,1489.80,919.62
20060301,2006,991.33,223.51
20060302,2006,772.38,453.97
20060303,2006,-343.85,965.82
20060304,2006,146.43,954.88
20060305,2006,1326.78,511.59
20060306,2006,-97.99,448.67
20060307,2006,1187.18,944.83
20060308,2006,892.65,599.46
20060309,2006,232.65,246.94
20060310,2006,558.35,517.33
20060311,2006,585.61,572.55
20060312,2006,928.11,552.29
20060313,2006,533.11,405.68
20060314,2006,-233.85,146.42
20060315,2006,1046.91,868.06
20060316,2006,312.54,112.33
20060317,2006,1426.19,139.47
20060318,2006,67.03,149.25
20060319,2006,26.16,39.41
20060320,2006,167.01,857.73
20060321,2006,644.63,891.71
20060322,2006,1289.74,122.56
20060323,2006,-147.44,461.57
20060324,2006,59.36,393.18
20060325,2006,663.36,126.15
20060326,2006,408.67,864.39
20060327,2006,394.65,864.07
20060328,2006,1141.47,740.82
20060329,2006,1347.76,166.57
20060330,2006,462.61,263.63
20060331,2006,874.70,192.30
20060401,2006,1102.12,832.47
20060402,2006,536.73,467.62
20060403,2006,88.63,150.45
20060404,2006,776.17,10.10
20060405,2006,670.22,278.51
20060406,2006,1303.13,974.13
20060407,2006,-395.19,31.69
20060408,2006,1320.26,911.45
20060409,2006,568.86,57.94
20060410,2006,-468.65,671.77
20060411,2006,189.40,349.70
20060412,2006,948.67,455.50
20060413,2006,476.87,221.14
20060414,2006,1460.32,338.53
20060415,2006,345.22,308.11
20060416,2006,153.27,708.90
20060417,2006,1143.34,871.25
20060418,2006,595.81,409.32
20060419,2006,864.65,816.22
20060420,2006,1111.40,11.55
20060421,2006,842.86,787.70
20060422,2006,344.81,525.95
20060423,2006,-250.41,833.73
20060424,2006,660.50,224.04
20060425,2006,1294.87,376.74
20060426,2006,337.78,697.71
20060427,2006,1321.45,848.42
20060428,2006,507.06,478.32
20060429,2006,741.68,846.36
20060430,2006,1165.98,548.32
20060501,2006,629.19,991.37
20060502,2006,-318.06,904.71
20060503,2006,1461.96,385.63
20060504,2006,-8.30,955.48
20060505,2006,921.01,765.34
20060506,2006,510.23,525.50
20060507,2006,457.55,991.04
20060508,2006,-12.12,694.98
20060509,2006,944.30,194.61
20060510,2006,-274.42,114.04
20060511,2006,1480.91,262.12
20060512,2006,1190.75,735.50
20060513,2006,569.02,550.45
20060514,2006,349.11,397.15
20060515,2006,72.93,758.43
20060516,2006,503.18,23.79
20060517,2006,1258.83,813.58
20060518,2006,50.01,748.27
20060519,2006,501.07,180.20
20060520,2006,-30.90,389.02
20060521,2006,174.30,37.60
20060522,2006,-119.48,11.79
20060523,2006,1481.08,996.27
20060524,2006,642.99,488.20
20060525,2006,965.63,372.02
20060526,2006,-303.50,196.17
20060527,2006,232.24,807.19
20060528,2006,1285.28,705.75
20060529,2006,-331.12,1.56
20060530,2006,-169.03,771.23
20060531,2006,750.84,111.48
20060601,2006,745.58,948.63
20060602,2006,1176.45,332.74
20060603,2006,1370.99,451.10
20060604,2006,-216.03,4.98
20060605,2006,18.75,824.39
20060606,2006,354.92,308.17
20060607,2006,-498.19,556.45
20060608,2006,-360.37,926.60
20060609,2006,-47.02,156.22
20060610,2006,462.20,867.33
20060611,2006,3.05,500.24
20060612,2006,1253.36,924.46
20060613,2006,148.55,822.36
20060614,2006,1349.25,442.98
20060615,2006,1449.57,88.71
20060616,2006,399.72,30.20
20060617,2006,-45.74,874.23
20060618,2006,83.33,474.28
20060619,2006,1052.67,663.69
20060620,2006,46.70,881.65
20060621,2006,261.17,304.66
20060622,2006,457.15,895.76
20060623,2006,650.22,27.53
20060624,2006,1492.20,279.93
20060625,2006,-35.58,811.77
20060626,2006,206.85,853.22
20060627,2006,25.78,944.84
20060628,2006,222.23,303.01
20060629,2006,-298.39,780.24
20060630,2006,219.62,985.13
20060701,2006,1275.73,527.01
20060702,2006,97.18,252.60
20060703,2006,243.87,38.96
20060704,2006,1388.95,759.65
20060705,2006,956.76,138.85
20060706,2006,533.48,386.94
20060707,2006,1054.39,309.28
20060708,2006,-253.64,416.85
20060709,2006,428.98,906.00
20060710,2006,-263.53,425.95
20060711,2006,-32.76,912.74
20060712,2006,-216.27,805.40
20060713,2006,223.60,288.38
20060714,2006,263.28,318.09
20060715,2006,1394.62,369.84
20060716,2006,28.25,605.65
20060717,2006,444.86,674.06
20060718,2006,1122.76,972.23
20060719,2006,1131.24,926.52
20060720,2006,1000.69,611.87
20060721,2006,75.67,46.24
20060722,2006,489.94,545.31
20060723,2006,-127.58,403.64
20060724,2006,-123.20,544.78
20060725,2006,371.68,40.18
20060726,2006,977.18,995.76
20060727,2006,553.17,56.96
20060728,2006,1273.37,272.68
20060729,2006,1161.82,72.12
20060730,2006,-436.79,547.61
20060731,2006,636.84,351.82
20060801,2006,718.32,375.30
20060802,2006,1423.15,789.17
20060803,2006,-453.53,904.02
20060804,2006,562.21,165.70
20060805,2006,-90.44,278.98
20060806,2006,-392.67,472.73
20060807,2006,674.98,112.88
20060808,2006,1045.21,386.54
20060809,2006,1049.73,302.09
20060810,2006,-439.42,921.98
20060811,2006,313.89,198.53
20060812,2006,-410.98,721.21
20060813,2006,-4.32,215.89
20060814,2006,-114.24,625.66
20060815,2006,-69.63,581.99
20060816,2006,178.24,458.72
20060817,2006,54.84,816.91
20060818,2006,1424.56,222.72
20060819,2006,204.81,477.28
20060820,2006,1288.35,982.42
20060821,2006,-137.92,183.26
20060822,2006,1027.49,545.43
20060823,2006,-377.31,293.11
20060824,2006,425.52,123.81
20060825,2006,-488.98,851.59
20060826,2006,1120.58,577.68
20060827,2006,1400.97,578.83
20060828,2006,-429.79,545.33
20060829,2006,1367.69,184.47
20060830,2006,1047.71,568.63
20060831,2006,217.72,91.39
20060901,2006,1317.75,682.64
20060902,2006,92.51,51.46
20060903,2006,318.59,189.15
20060904,2006,-306.58,294.22
20060905,2006,813.88,278.93
20060906,2006,-440.80,812.10
20060907,2006,469.81,287.75
20060908,2006,866.38,73.96
20060909,2006,1142.48,67.98
20060910,2006,-200.12,149.41
20060911,2006,1008.18,394.19
20060912,2006,938.15,196.81
20060913,2006,619.14,235.02
20060914,2006,669.29,183.98
20060915,2006,-317.46,298.74
20060916,2006,700.94,504.86
20060917,2006,263.04,971.35
20060918,2006,1235.16,791.99
20060919,2006,126.20,172.52
20060920,2006,653.19,802.85
20060921,2006,353.14,710.09
20060922,2006,1252.52,905.80
20060923,2006,7.83,434.71
20060924,2006,-342.40,867.10
20060925,2006,997.31,698.09
20060926,2006,325.79,273.09
20060927,2006,678.20,389.78
20060928,2006,-447.22,838.48
20060929,2006,1404.22,807.71
20060930,2006,1255.24,245.51
20061001,2006,747.74,836.27
20061002,2006,-465.94,945.76
20061003,2006,255.95,877.77
20061004,2006,1457.59,381.29
20061005,2006,862.66,541.16
20061006,2006,-178.02,845.96
20061007,2006,421.19,716.40
20061008,2006,1433.48,709.10
20061009,2006,569.42,285.25
20061010,2006,-450.77,610.80
20061011,2006,739.54,54.46
20061012,2006,42.43,297.15
20061013,2006,-302.31,202.79
20061014,2006,305.82,387.01
20061015,2006,617.05,738.23
20061016,2006,-465.92,260.54
20061017,2006,618.09,178.92
20061018,2006,522.41,842.04
20061019,2006,1087.82,915.10
20061020,2006,347.10,446.22
20061021,2006,606.90,244.50
20061022,2006,984.02,252.37
20061023,2006,1294.29,416.18
20061024,2006,260.07,802.44
20061025,2006,703.27,561.48
20061026,2006,889.22,577.34
20061027,2006,-413.46,978.16
20061028,2006,1101.52,77.68
20061029,2006,254.86,475.01
20061030,2006,840.48,479.40
20061031,2006,443.33,553.97
20061101,2006,904.68,167.94
20061102,2006,948.66,168.92
20061103,2006,-116.86,415.45
20061104,2006,824.35,606.22
20061105,2006,1202.65,302.80
20061106,2006,-28.87,497.52
20061107,2006,1016.37,986.76
20061108,2006,767.65,30.43
20061109,2006,1410.25,465.87
20061110,2006,20.49,473.90
20061111,2006,-191.44,691.81
20061112,2006,124.24,266.40
20061113,2006,15.92,799.93
20061114,2006,1013.67,400.99
20061115,2006,966.22,95.16
20061116,2006,839.37,630.06
20061117,2006,-67.24,26.39
20061118,2006,1223.61,716.80
20061119,2006,1413.14,12.14
20061120,2006,563.21,596.67
20061121,2006,798.75,870.89
20061122,2006,501.38,698.41
20061123,2006,67.12,624.34
20061124,2006,72.30,431.79
20061125,2006,126.84,336.20
20061126,2006,-118.30,370.30
20061127,2006,1303.85,375.03
20061128,2006,1216.80,529.88
20061129,2006,423.28,143.33
20061130,2006,234.50,881.88
20061201,2006,1378.16,625.88
20061202,2006,-55.25,374.44
20061203,2006,607.08,982.21
20061204,2006,-391.00,872.53
20061205,2006,-117.60,606.82
20061206,2006,708.05,371.75
20061207,2006,824.37,369.09
20061208,2006,661.99,66.71
