Date,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,AvgTemp,AvgWS,AvgPres
20200901,0.27,0.31,0.71,0.36,0.45,0.19,0.10,0.68,0.81,0.87,344.27,11.04,1049.99
20200902,0.26,0.52,0.41,0.91,0.43,0.60,0.16,0.19,0.72,0.80,167.83,13.70,993.81
20200903,0.53,0.42,0.52,0.30,0.28,0.84,0.09,0.26,0.80,0.86,260.98,10.12,1017.44
20200904,0.70,0.23,0.67,0.41,0.01,0.89,0.19,0.16,0.64,0.23,50.80,29.11,1000.32
20200905,0.95,0.31,0.16,0.10,0.19,0.40,0.85,0.84,0.80,0.10,29.67,4.00,1001.29
20200906,0.69,0.95,0.03,0.66,0.98,0.56,0.02,0.28,0.91,0.70,218.43,2.90,1021.37
20200907,0.78,0.29,0.32,0.03,0.87,0.81,0.43,0.56,0.90,0.91,145.59,10.30,1044.52
20200908,0.17,0.35,0.60,0.48,0.27,0.31,0.80,0.14,0.33,0.92,467.24,17.73,1036.37
20200909,0.37,0.00,0.49,0.68,0.96,0.60,0.10,0.12,0.97,0.53,370.93,19.78,1030.68
20200910,0.41,0.85,0.69,0.82,0.37,0.17,0.23,0.35,0.06,0.64,361.76,11.92,1019.14
20200911,0.69,0.15,0.82,0.15,0.30,0.48,0.73,0.33,0.62,0.11,447.05,29.98,1044.56
20200912,0.30,0.20,0.49,0.75,0.15,0.17,0.65,0.33,0.50,0.28,-4.12,10.56,1014.47
20200913,0.30,0.26,0.13,0.72,0.90,0.46,0.56,0.60,0.23,0.54,253.71,21.64,1041.17
20200914,0.36,0.88,0.85,0.56,0.99,0.40,0.17,0.32,0.54,0.88,271.46,19.13,1038.38
20200915,0.81,0.21,0.57,0.58,0.33,0.43,0.79,0.77,0.07,0.48,479.07,24.39,994.97
20200916,0.58,0.80,0.74,0.09,0.70,0.24,0.14,0.09,0.55,0.59,110.68,29.29,1033.99
20200917,0.08,0.81,0.70,0.60,0.34,0.14,0.13,0.32,0.85,0.06,82.46,26.69,980.85
20200918,0.08,0.93,0.97,0.38,0.10,0.28,0.80,0.67,0.14,0.96,5.16,22.94,1002.60
20200919,0.37,0.12,0.30,0.87,0.39,0.24,0.37,0.60,0.33,0.49,-40.96,20.95,996.07
20200920,0.77,0.22,0.71,0.31,0.55,0.73,0.31,0.12,0.63,0.16,461.24,10.06,1015.48
20200921,0.69,0.74,0.37,0.58,0.12,0.72,0.28,0.44,0.36,0.34,318.45,4.43,1031.58
20200922,0.71,0.20,0.40,0.43,0.82,0.58,0.32,0.31,0.42,0.51,381.83,1.88,986.84
20200923,0.77,0.29,0.23,0.88,0.50,0.09,0.34,0.63,0.34,0.14,104.95,7.26,1016.04
20200924,0.29,0.17,0.34,0.25,0.23,0.57,0.70,0.13,0.48,0.20,272.53,12.97,1045.69
20200925,0.55,0.17,0.95,0.08,0.59,0.08,0.24,0.67,0.37,0.92,-14.82,15.66,996.01
20200926,0.54,0.48,0.29,0.75,0.79,0.02,0.33,0.46,0.14,0.87,217.10,23.19,1027.40
20200927,0.74,0.11,0.25,0.41,0.33,0.35,0.78,0.27,0.20,0.12,487.62,28.76,1021.50
20200928,0.96,0.32,0.58,0.59,0.70,0.24,0.91,0.75,0.08,0.28,432.08,3.52,980.70
20200929,0.28,0.43,0.26,0.03,0.43,0.59,0.61,0.19,0.47,0.64,135.99,3.21,1013.31
20200930,0.79,0.02,0.47,0.95,0.96,0.93,0.11,0.15,0.85,0.26,478.86,17.69,1029.61
20201001,0.66,0.39,0.83,0.88,0.77,0.72,0.54,0.02,0.09,0.00,77.44,22.36,983.08
20201002,0.58,0.09,0.23,0.62,0.36,0.77,0.63,0.86,0.66,0.70,472.13,25.44,1041.57
20201003,0.77,0.49,0.43,0.02,0.02,0.95,0.31,0.49,0.42,0.19,467.76,28.07,1016.41
20201004,0.94,0.83,0.61,0.38,0.66,0.63,0.83,0.52,0.87,0.32,389.56,29.50,982.15
20201005,0.04,0.82,0.55,0.98,0.20,0.58,0.78,0.11,0.36,0.28,296.75,11.99,995.71
20201006,0.15,0.08,0.97,0.68,0.12,0.60,0.58,0.11,0.69,0.15,430.86,11.41,1046.76
20201007,0.76,0.60,0.68,0.16,0.93,0.87,0.15,0.33,0.40,0.14,111.16,4.43,1020.76
20201008,0.08,0.83,0.74,0.46,1.00,0.39,0.70,0.52,0.54,0.14,416.92,20.55,987.52
20201009,0.52,0.24,0.97,0.97,0.27,0.80,0.90,0.70,0.77,0.97,289.83,19.70,1000.13
20201010,0.22,0.76,0.41,0.53,0.30,0.65,0.25,0.50,0.97,0.73,-42.72,25.86,1011.97
20201011,0.27,0.89,0.36,0.02,0.16,0.30,0.96,0.83,0.13,0.94,140.98,2.92,981.47
20201012,0.70,0.81,0.04,0.62,0.46,0.01,0.77,0.38,0.53,0.57,31.48,14.93,1008.81
20201013,0.03,0.11,0.18,0.27,0.87,0.21,0.30,0.03,0.13,0.33,490.01,17.43,1014.26
20201014,0.87,0.01,0.24,0.10,0.70,0.70,0.62,0.43,0.03,0.16,213.10,7.25,997.06
20201015,0.44,0.19,0.18,0.40,0.85,0.58,0.31,0.09,0.75,0.48,223.57,5.07,1021.20
20201016,0.50,0.27,0.75,0.56,0.23,0.27,0.10,0.32,0.98,0.49,301.71,25.79,1032.73
20201017,0.54,0.62,0.54,0.02,0.73,0.43,0.82,0.99,0.60,0.78,152.72,1.76,996.51
20201018,0.65,0.38,0.67,0.56,0.92,0.66,0.67,0.86,0.07,0.53,25.30,14.12,1023.43
20201019,0.34,0.70,0.82,0.51,0.28,0.13,0.61,0.24,0.06,0.19,402.16,3.48,1024.77
20201020,0.10,0.35,0.23,0.79,0.69,0.43,0.14,0.38,0.31,0.81,54.42,13.71,1046.40
20201021,0.32,0.15,0.33,0.42,0.40,0.42,0.38,0.43,0.38,0.15,231.23,29.40,1034.48
20201022,0.17,0.31,0.71,0.55,0.29,0.54,0.88,0.76,0.00,0.53,73.37,12.71,1039.38
20201023,0.56,0.88,0.39,0.74,0.97,0.52,0.16,0.03,0.84,0.04,3.81,25.71,1014.33
20201024,0.32,0.96,0.03,0.90,0.35,0.37,0.05,0.04,0.47,0.37,424.21,3.52,992.97
20201025,0.96,0.21,0.43,0.38,0.11,0.76,0.19,0.12,1.00,0.67,485.11,8.14,1049.71
20201026,0.97,0.79,0.91,0.60,0.39,0.07,0.25,0.63,0.88,0.14,478.46,12.11,989.05
20201027,0.62,0.27,0.41,0.69,0.45,0.04,0.78,0.41,0.50,0.52,448.61,11.99,1013.00
20201028,0.62,0.89,0.33,0.04,0.75,0.42,0.65,0.85,0.63,0.54,375.73,20.14,984.77
20201029,0.99,0.17,0.99,0.80,0.95,0.90,0.02,0.28,0.31,0.91,133.23,10.34,1046.07
20201030,0.89,0.67,0.64,0.38,0.82,0.28,0.02,0.49,0.30,0.47,-5.39,21.41,1047.54
20201031,0.77,0.08,0.37,0.67,0.93,0.17,0.57,0.71,0.13,0.08,173.98,19.18,1030.36
20201101,0.31,0.97,0.10,0.47,0.48,0.93,0.63,0.55,0.55,0.15,77.73,11.97,1004.50
20201102,0.37,0.70,0.79,0.70,0.72,0.17,0.13,0.32,0.08,0.28,22.87,12.95,997.81
20201103,0.20,0.84,0.71,0.72,0.31,0.37,0.61,0.15,0.45,0.80,-20.62,18.44,998.57
20201104,0.49,0.57,0.92,0.19,0.07,0.73,0.24,0.54,0.32,0.26,349.08,2.10,988.91
20201105,0.99,0.48,0.22,0.66,0.37,0.26,0.34,0.14,0.79,0.61,-43.71,24.67,1016.81
20201106,0.91,0.62,0.11,0.85,0.70,0.23,0.41,0.94,0.38,0.08,373.82,19.60,989.93
20201107,0.12,0.53,0.72,0.24,0.27,0.40,0.12,0.54,0.90,0.20,30.82,21.79,1002.17
20201108,0.03,0.47,0.20,0.76,0.86,0.79,0.96,0.17,0.19,0.62,-6.26,16.11,1023.87
20201109,0.90,0.76,0.18,0.63,0.79,0.91,0.97,0.72,0.93,0.10,-0.72,3.31,1030.93
20201110,0.54,0.18,0.32,0.96,0.19,0.03,0.45,0.10,0.59,0.72,319.63,12.15,981.70
20201111,0.20,0.17,0.82,0.26,0.33,0.17,0.26,0.77,0.12,0.45,84.95,12.16,1010.11
20201112,0.67,0.43,0.54,0.15,0.83,0.96,0.96,0.46,0.50,0.28,181.30,9.63,1025.65
20201113,0.64,0.32,0.05,0.31,0.24,0.59,0.82,0.13,0.27,0.87,256.55,0.90,1039.73
20201114,0.12,0.07,0.46,0.26,0.33,0.55,0.72,0.04,0.75,0.67,423.30,22.12,1013.27
20201115,0.26,0.84,0.68,0.76,0.34,0.81,0.46,0.99,0.65,0.06,349.87,3.29,1047.84
20201116,0.06,0.77,0.54,0.73,0.80,0.04,0.41,0.27,0.06,0.67,98.68,18.19,998.59
20201117,0.21,0.54,0.57,0.67,0.04,0.01,0.78,0.95,0.42,0.20,22.32,21.10,980.95
20201118,0.13,0.98,0.22,0.22,0.07,0.97,0.52,0.50,0.89,0.92,-19.54,19.04,1013.86
20201119,0.19,0.07,0.85,0.86,0.58,0.83,0.66,0.50,0.41,0.15,115.88,28.77,997.93
20201120,0.69,0.77,0.56,0.96,0.40,0.75,0.57,0.09,0.74,0.62,94.16,3.10,1037.66
20201121,0.05,0.27,0.71,0.53,0.63,0.16,0.71,0.95,0.11,0.24,200.88,26.02,996.29
20201122,0.10,0.37,0.98,0.65,0.27,0.48,0.09,0.73,0.87,0.94,325.80,0.88,1001.74
20201123,0.13,0.22,0.43,0.50,0.91,0.94,0.38,0.52,0.50,0.32,332.59,16.05,1035.39
20201124,0.32,0.79,0.88,0.28,0.76,0.93,0.17,0.12,0.95,0.59,105.94,12.13,1030.06
20201125,0.30,0.14,0.01,0.29,0.07,0.01,0.24,0.18,0.54,0.13,158.96,15.73,1019.06
20201126,0.26,0.84,0.03,0.31,0.78,0.75,0.20,0.43,0.77,0.48,49.63,10.95,1029.35
20201127,0.75,0.66,0.59,0.19,0.97,0.01,0.50,0.36,0.97,0.61,383.70,5.72,1009.30
20201128,1.00,0.06,0.31,0.90,0.94,0.98,0.02,0.56,0.73,0.77,-18.73,0.57,980.37
20201129,0.53,0.81,0.25,0.86,0.74,0.42,0.96,0.08,0.58,0.56,333.35,15.54,980.79
20201130,0.94,0.63,0.28,0.46,0.12,0.97,0.52,0.04,0.37,0.70,378.28,25.28,1015.79
20201201,0.40,0.90,0.32,0.37,0.58,0.37,0.05,0.51,0.04,0.86,377.57,11.20,985.83
20201202,0.11,0.75,0.73,0.94,0.28,0.29,0.68,0.03,0.43,0.30,92.68,6.69,983.58
20201203,0.41,0.56,0.57,0.22,0.97,0.32,0.27,0.06,0.41,0.34,155.60,2.42,1047.59
20201204,0.30,0.84,0.79,0.55,0.72,0.73,0.11,0.38,0.82,0.03,273.18,2.56,1040.13
20201205,0.49,0.28,0.83,0.05,0.61,0.20,0.83,0.06,0.19,0.55,100.05,6.64,990.64
20201206,0.66,0.55,0.84,0.19,0.70,0.86,0.20,0.39,0.74,0.97,153.97,3.00,980.05
20201207,0.46,0.29,0.41,0.60,0.44,0.59,0.10,0.24,0.04,0.74,58.38,7.95,1045.92
20201208,0.94,0.97,0.42,0.66,0.37,0.97,0.06,0.19,0.89,0.99,202.92,1.98,999.48
20201209,0.88,0.23,0.93,0.58,0.94,0.99,0.73,0.40,0.67,0.45,-25.46,1.97,993.01
20201210,0.70,0.02,0.66,0.87,0.33,0.19,0.66,0.12,0.42,0.75,389.89,25.69,1028.41
20201211,0.49,0.33,0.08,0.99,0.04,0.96,0.01,0.35,0.27,0.16,-7.67,4.86,987.62
20201212,0.13,0.50,0.54,0.76,0.40,0.05,0.22,0.43,0.18,0.42,235.36,16.79,998.53
20201213,0.40,0.03,0.36,0.47,0.79,0.03,0.70,0.83,0.59,0.64,118.75,23.20,1048.26
20201214,0.70,0.56,0.99,0.83,0.65,0.94,0.15,0.93,0.41,0.45,267.65,13.69,1024.76
20201215,0.28,0.87,0.01,0.12,0.96,0.96,0.58,0.31,0.74,0.03,477.69,4.60,1016.45
20201216,0.10,0.70,0.61,0.68,0.11,0.15,0.21,0.29,0.91,0.32,305.06,5.99,1007.85
20201217,0.91,0.62,0.72,0.52,0.91,0.44,0.45,0.57,0.30,0.68,-30.55,12.99,1034.22
20201218,0.71,0.96,0.29,0.18,0.37,0.49,0.87,0.14,0.65,0.40,186.72,15.85,989.87
20201219,0.62,0.96,0.97,0.97,0.47,0.86,0.30,0.35,0.42,0.45,230.51,10.48,1047.71
20201220,0.79,0.82,0.86,0.34,0.43,0.63,0.69,0.05,0.04,0.86,244.90,23.44,1040.28
20201221,0.84,0.61,0.92,0.62,0.12,0.77,0.44,0.38,0.62,0.27,324.77,22.53,1023.24
20201222,0.48,0.49,0.02,0.88,0.25,0.49,0.10,0.11,0.36,0.62,102.68,27.82,983.00
20201223,0.88,0.01,0.57,0.51,0.74,0.65,0.36,0.56,0.01,0.85,20.87,0.87,1029.06
20201224,0.92,0.61,0.29,0.12,0.02,0.74,0.84,0.64,0.47,0.81,165.97,26.87,1043.93
20201225,0.27,0.99,0.85,0.82,0.13,0.74,0.97,0.99,0.09,0.24,476.02,11.78,1016.72
20201226,0.61,0.82,0.63,0.35,0.03,0.00,0.85,0.20,0.63,0.05,52.92,26.35,1004.80
20201227,0.53,0.34,0.54,0.98,0.86,0.10,0.16,0.21,0.53,0.28,447.19,20.72,988.42
20201228,0.54,0.15,0.11,0.88,0.62,0.36,0.35,0.95,0.50,0.18,249.09,29.62,1032.84
20201229,0.94,0.78,0.54,0.85,0.17,0.06,0.83,0.86,0.94,0.03,201.30,22.78,1041.95
20201230,0.31,0.74,0.63,0.36,0.77,0.38,0.55,0.62,0.88,0.30,435.12,10.94,987.02
